FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree
6065941000,"Census Tract 9410, Riverside County, California","Census Tract 9410, Riverside County, California",6,65,941000,3654,3269,297,660,1363,580,240,74,55
6065941100,"Census Tract 9411, Riverside County, California","Census Tract 9411, Riverside County, California",6,65,941100,1870,1825,144,449,720,277,163,52,20
6065941200,"Census Tract 9412, Riverside County, California","Census Tract 9412, Riverside County, California",6,65,941200,2052,1760,126,344,678,324,204,65,19
6065941300,"Census Tract 9413, Riverside County, California","Census Tract 9413, Riverside County, California",6,65,941300,3102,2630,211,563,910,523,250,92,81
6065941400,"Census Tract 9414, Riverside County, California","Census Tract 9414, Riverside County, California",6,65,941400,3231,2443,328,611,752,446,206,71,29
6065941500,"Census Tract 9415, Riverside County, California","Census Tract 9415, Riverside County, California",6,65,941500,4310,2593,417,808,997,277,82,0,12
6065980004,"Census Tract 9800.04, Riverside County, California","Census Tract 9800.04, Riverside County, California",6,65,980004,0,0,0,0,0,0,0,0,0
6065981000,"Census Tract 9810, Riverside County, California","Census Tract 9810, Riverside County, California",6,65,981000,6429,5740,2304,1828,1426,164,9,0,9
6067000100,"Census Tract 1, Sacramento County, California","Census Tract 1, Sacramento County, California",6,67,100,3827,2778,66,284,624,952,462,250,140
6067000200,"Census Tract 2, Sacramento County, California","Census Tract 2, Sacramento County, California",6,67,200,3585,2806,126,286,695,971,438,206,84
6067000300,"Census Tract 3, Sacramento County, California","Census Tract 3, Sacramento County, California",6,67,300,3125,2356,134,180,575,825,399,167,76
6067000400,"Census Tract 4, Sacramento County, California","Census Tract 4, Sacramento County, California",6,67,400,3889,3068,369,391,701,899,427,86,195
6067000500,"Census Tract 5, Sacramento County, California","Census Tract 5, Sacramento County, California",6,67,500,3823,2756,400,374,796,800,260,39,87
6067000600,"Census Tract 6, Sacramento County, California","Census Tract 6, Sacramento County, California",6,67,600,1249,842,88,190,343,140,55,12,14
6067000700,"Census Tract 7, Sacramento County, California","Census Tract 7, Sacramento County, California",6,67,700,2542,2138,803,684,483,125,38,0,5
6067000800,"Census Tract 8, Sacramento County, California","Census Tract 8, Sacramento County, California",6,67,800,1459,1349,84,146,366,509,63,90,91
6067001101,"Census Tract 11.01, Sacramento County, California","Census Tract 11.01, Sacramento County, California",6,67,1101,2034,1772,305,197,506,439,168,79,78
6067001200,"Census Tract 12, Sacramento County, California","Census Tract 12, Sacramento County, California",6,67,1200,3210,2817,120,293,1057,963,254,71,59
6067001300,"Census Tract 13, Sacramento County, California","Census Tract 13, Sacramento County, California",6,67,1300,2910,2395,34,381,1028,632,184,105,31
6067001400,"Census Tract 14, Sacramento County, California","Census Tract 14, Sacramento County, California",6,67,1400,2687,2209,124,343,955,517,177,67,26
6067001500,"Census Tract 15, Sacramento County, California","Census Tract 15, Sacramento County, California",6,67,1500,4474,3678,166,417,1010,1124,502,294,165
6067001600,"Census Tract 16, Sacramento County, California","Census Tract 16, Sacramento County, California",6,67,1600,5566,4330,91,278,1573,1486,594,264,44
6067001700,"Census Tract 17, Sacramento County, California","Census Tract 17, Sacramento County, California",6,67,1700,5372,3633,271,556,1093,932,463,264,54
6067001800,"Census Tract 18, Sacramento County, California","Census Tract 18, Sacramento County, California",6,67,1800,5356,3813,563,686,1354,757,211,146,96
6067001900,"Census Tract 19, Sacramento County, California","Census Tract 19, Sacramento County, California",6,67,1900,2841,2201,255,325,771,586,203,56,5
6067002000,"Census Tract 20, Sacramento County, California","Census Tract 20, Sacramento County, California",6,67,2000,2194,1864,343,421,527,412,122,39,0
6067002100,"Census Tract 21, Sacramento County, California","Census Tract 21, Sacramento County, California",6,67,2100,2340,1648,422,300,406,361,123,14,22
6067002200,"Census Tract 22, Sacramento County, California","Census Tract 22, Sacramento County, California",6,67,2200,3956,2353,376,511,616,637,109,85,19
6067002300,"Census Tract 23, Sacramento County, California","Census Tract 23, Sacramento County, California",6,67,2300,3229,2615,84,237,655,919,423,228,69
6067002400,"Census Tract 24, Sacramento County, California","Census Tract 24, Sacramento County, California",6,67,2400,4432,3244,43,305,637,1228,584,355,92
6067002500,"Census Tract 25, Sacramento County, California","Census Tract 25, Sacramento County, California",6,67,2500,1743,1344,11,108,344,500,159,191,31
6067002600,"Census Tract 26, Sacramento County, California","Census Tract 26, Sacramento County, California",6,67,2600,2592,1915,242,150,536,545,249,164,29
6067002700,"Census Tract 27, Sacramento County, California","Census Tract 27, Sacramento County, California",6,67,2700,3737,2381,548,442,778,451,92,59,11
6067002800,"Census Tract 28, Sacramento County, California","Census Tract 28, Sacramento County, California",6,67,2800,2905,1734,585,370,619,160,0,0,0
6067002900,"Census Tract 29, Sacramento County, California","Census Tract 29, Sacramento County, California",6,67,2900,5453,3967,336,877,1693,663,170,143,85
6067003000,"Census Tract 30, Sacramento County, California","Census Tract 30, Sacramento County, California",6,67,3000,5778,4121,547,969,1300,823,363,73,46
6067003101,"Census Tract 31.01, Sacramento County, California","Census Tract 31.01, Sacramento County, California",6,67,3101,3239,1988,488,497,733,180,85,0,5
6067003102,"Census Tract 31.02, Sacramento County, California","Census Tract 31.02, Sacramento County, California",6,67,3102,3129,1959,585,436,618,197,107,0,16
6067003202,"Census Tract 32.02, Sacramento County, California","Census Tract 32.02, Sacramento County, California",6,67,3202,4914,3182,998,932,943,245,56,0,8
6067003203,"Census Tract 32.03, Sacramento County, California","Census Tract 32.03, Sacramento County, California",6,67,3203,3271,1713,615,433,537,123,5,0,0
6067003204,"Census Tract 32.04, Sacramento County, California","Census Tract 32.04, Sacramento County, California",6,67,3204,5264,3076,1397,858,642,122,48,9,0
6067003300,"Census Tract 33, Sacramento County, California","Census Tract 33, Sacramento County, California",6,67,3300,3885,2955,233,498,842,767,340,220,55
6067003400,"Census Tract 34, Sacramento County, California","Census Tract 34, Sacramento County, California",6,67,3400,4418,3251,334,644,1104,680,268,210,11
6067003501,"Census Tract 35.01, Sacramento County, California","Census Tract 35.01, Sacramento County, California",6,67,3501,2638,1774,305,244,721,419,41,18,26
6067003502,"Census Tract 35.02, Sacramento County, California","Census Tract 35.02, Sacramento County, California",6,67,3502,2724,2125,431,549,612,362,116,45,10
6067003600,"Census Tract 36, Sacramento County, California","Census Tract 36, Sacramento County, California",6,67,3600,2826,1833,550,462,519,197,94,11,0
6067003700,"Census Tract 37, Sacramento County, California","Census Tract 37, Sacramento County, California",6,67,3700,4019,2372,921,619,617,180,32,0,3
6067003800,"Census Tract 38, Sacramento County, California","Census Tract 38, Sacramento County, California",6,67,3800,5672,3399,942,790,1187,374,71,6,29
6067003900,"Census Tract 39, Sacramento County, California","Census Tract 39, Sacramento County, California",6,67,3900,3557,2588,202,436,918,682,239,82,29
6067004001,"Census Tract 40.01, Sacramento County, California","Census Tract 40.01, Sacramento County, California",6,67,4001,5250,4007,551,787,1625,690,224,59,71
6067004004,"Census Tract 40.04, Sacramento County, California","Census Tract 40.04, Sacramento County, California",6,67,4004,6138,4726,317,680,1645,1149,543,299,93
6067004005,"Census Tract 40.05, Sacramento County, California","Census Tract 40.05, Sacramento County, California",6,67,4005,4384,3201,321,504,1161,722,315,134,44
6067004006,"Census Tract 40.06, Sacramento County, California","Census Tract 40.06, Sacramento County, California",6,67,4006,4929,3309,164,677,1242,788,254,104,80
6067004008,"Census Tract 40.08, Sacramento County, California","Census Tract 40.08, Sacramento County, California",6,67,4008,3479,2478,119,295,910,750,254,111,39
6067004009,"Census Tract 40.09, Sacramento County, California","Census Tract 40.09, Sacramento County, California",6,67,4009,4928,3604,307,437,1240,927,332,142,219
6067004010,"Census Tract 40.10, Sacramento County, California","Census Tract 40.10, Sacramento County, California",6,67,4010,4960,3532,326,583,1245,895,305,120,58
6067004011,"Census Tract 40.11, Sacramento County, California","Census Tract 40.11, Sacramento County, California",6,67,4011,3245,2404,138,304,674,810,272,192,14
6067004012,"Census Tract 40.12, Sacramento County, California","Census Tract 40.12, Sacramento County, California",6,67,4012,3503,2412,77,282,753,712,292,202,94
6067004100,"Census Tract 41, Sacramento County, California","Census Tract 41, Sacramento County, California",6,67,4100,4632,2875,1108,639,853,211,49,15,0
6067004201,"Census Tract 42.01, Sacramento County, California","Census Tract 42.01, Sacramento County, California",6,67,4201,5529,3434,924,1012,1158,268,62,10,0
6067004202,"Census Tract 42.02, Sacramento County, California","Census Tract 42.02, Sacramento County, California",6,67,4202,5515,3160,912,1046,920,259,23,0,0
6067004203,"Census Tract 42.03, Sacramento County, California","Census Tract 42.03, Sacramento County, California",6,67,4203,4978,2755,1016,1000,560,124,50,5,0
6067004300,"Census Tract 43, Sacramento County, California","Census Tract 43, Sacramento County, California",6,67,4300,9789,5199,1789,1449,1558,228,134,24,17
6067004401,"Census Tract 44.01, Sacramento County, California","Census Tract 44.01, Sacramento County, California",6,67,4401,3419,2251,705,670,673,109,65,6,23
6067004402,"Census Tract 44.02, Sacramento County, California","Census Tract 44.02, Sacramento County, California",6,67,4402,4572,2590,1339,624,522,93,12,0,0
6067004501,"Census Tract 45.01, Sacramento County, California","Census Tract 45.01, Sacramento County, California",6,67,4501,3238,2004,850,751,263,81,36,0,23
6067004502,"Census Tract 45.02, Sacramento County, California","Census Tract 45.02, Sacramento County, California",6,67,4502,4831,2817,636,1123,900,133,0,0,25
6067004601,"Census Tract 46.01, Sacramento County, California","Census Tract 46.01, Sacramento County, California",6,67,4601,7410,4038,1676,1152,1019,185,6,0,0
6067004602,"Census Tract 46.02, Sacramento County, California","Census Tract 46.02, Sacramento County, California",6,67,4602,4802,2889,1091,865,743,174,12,4,0
6067004701,"Census Tract 47.01, Sacramento County, California","Census Tract 47.01, Sacramento County, California",6,67,4701,3639,1866,655,531,383,196,73,13,15
6067004702,"Census Tract 47.02, Sacramento County, California","Census Tract 47.02, Sacramento County, California",6,67,4702,5490,2889,925,934,795,203,19,0,13
6067004801,"Census Tract 48.01, Sacramento County, California","Census Tract 48.01, Sacramento County, California",6,67,4801,5687,3419,1560,634,899,285,30,8,3
6067004802,"Census Tract 48.02, Sacramento County, California","Census Tract 48.02, Sacramento County, California",6,67,4802,4688,2492,1038,583,630,172,69,0,0
6067004903,"Census Tract 49.03, Sacramento County, California","Census Tract 49.03, Sacramento County, California",6,67,4903,6632,3786,1415,945,939,350,69,52,16
6067004904,"Census Tract 49.04, Sacramento County, California","Census Tract 49.04, Sacramento County, California",6,67,4904,5970,3704,989,1116,1013,426,130,21,9
6067004905,"Census Tract 49.05, Sacramento County, California","Census Tract 49.05, Sacramento County, California",6,67,4905,7311,4021,1189,1062,1290,350,116,12,2
6067004906,"Census Tract 49.06, Sacramento County, California","Census Tract 49.06, Sacramento County, California",6,67,4906,2977,1765,425,386,732,178,44,0,0
6067005001,"Census Tract 50.01, Sacramento County, California","Census Tract 50.01, Sacramento County, California",6,67,5001,8780,5325,1755,1811,1331,343,57,28,0
6067005002,"Census Tract 50.02, Sacramento County, California","Census Tract 50.02, Sacramento County, California",6,67,5002,6015,4003,933,1339,1352,257,100,22,0
6067005101,"Census Tract 51.01, Sacramento County, California","Census Tract 51.01, Sacramento County, California",6,67,5101,4551,2696,1000,903,668,106,12,7,0
6067005102,"Census Tract 51.02, Sacramento County, California","Census Tract 51.02, Sacramento County, California",6,67,5102,4932,3067,595,1259,998,169,29,17,0
6067005201,"Census Tract 52.01, Sacramento County, California","Census Tract 52.01, Sacramento County, California",6,67,5201,3212,797,114,81,262,229,81,22,8
6067005202,"Census Tract 52.02, Sacramento County, California","Census Tract 52.02, Sacramento County, California",6,67,5202,3702,2062,89,359,765,591,170,40,48
6067005204,"Census Tract 52.04, Sacramento County, California","Census Tract 52.04, Sacramento County, California",6,67,5204,4591,3386,291,372,1306,789,470,79,79
6067005205,"Census Tract 52.05, Sacramento County, California","Census Tract 52.05, Sacramento County, California",6,67,5205,2034,1211,145,318,499,150,67,26,6
6067005301,"Census Tract 53.01, Sacramento County, California","Census Tract 53.01, Sacramento County, California",6,67,5301,1076,648,169,202,273,4,0,0,0
6067005402,"Census Tract 54.02, Sacramento County, California","Census Tract 54.02, Sacramento County, California",6,67,5402,2679,1564,110,277,649,280,192,30,26
6067005403,"Census Tract 54.03, Sacramento County, California","Census Tract 54.03, Sacramento County, California",6,67,5403,2126,1817,23,138,435,584,339,168,130
6067005404,"Census Tract 54.04, Sacramento County, California","Census Tract 54.04, Sacramento County, California",6,67,5404,5082,3700,75,308,883,1233,448,584,169
6067005502,"Census Tract 55.02, Sacramento County, California","Census Tract 55.02, Sacramento County, California",6,67,5502,5311,3373,795,855,1222,323,104,26,48
6067005505,"Census Tract 55.05, Sacramento County, California","Census Tract 55.05, Sacramento County, California",6,67,5505,4686,3197,654,726,1175,495,117,29,1
6067005506,"Census Tract 55.06, Sacramento County, California","Census Tract 55.06, Sacramento County, California",6,67,5506,3159,1821,174,389,753,312,100,76,17
6067005508,"Census Tract 55.08, Sacramento County, California","Census Tract 55.08, Sacramento County, California",6,67,5508,3299,2518,204,292,772,868,239,103,40
6067005509,"Census Tract 55.09, Sacramento County, California","Census Tract 55.09, Sacramento County, California",6,67,5509,1888,1143,126,324,495,183,15,0,0
6067005510,"Census Tract 55.10, Sacramento County, California","Census Tract 55.10, Sacramento County, California",6,67,5510,4362,2884,177,613,1025,803,175,75,16
6067005601,"Census Tract 56.01, Sacramento County, California","Census Tract 56.01, Sacramento County, California",6,67,5601,4674,3298,408,604,1583,534,34,76,59
6067005605,"Census Tract 56.05, Sacramento County, California","Census Tract 56.05, Sacramento County, California",6,67,5605,3246,1890,275,455,825,263,47,25,0
6067005606,"Census Tract 56.06, Sacramento County, California","Census Tract 56.06, Sacramento County, California",6,67,5606,4211,3054,225,488,1130,716,238,181,76
6067005701,"Census Tract 57.01, Sacramento County, California","Census Tract 57.01, Sacramento County, California",6,67,5701,2769,1996,51,243,760,539,167,215,21
6067005702,"Census Tract 57.02, Sacramento County, California","Census Tract 57.02, Sacramento County, California",6,67,5702,4840,3318,70,172,779,1070,688,354,185
6067005801,"Census Tract 58.01, Sacramento County, California","Census Tract 58.01, Sacramento County, California",6,67,5801,5438,3843,226,656,1317,1097,427,102,18
6067005803,"Census Tract 58.03, Sacramento County, California","Census Tract 58.03, Sacramento County, California",6,67,5803,3356,2504,62,269,562,948,195,369,99
6067005804,"Census Tract 58.04, Sacramento County, California","Census Tract 58.04, Sacramento County, California",6,67,5804,2654,2004,17,281,581,604,290,155,76
6067005901,"Census Tract 59.01, Sacramento County, California","Census Tract 59.01, Sacramento County, California",6,67,5901,6126,4650,180,781,2144,990,432,76,47
6067005903,"Census Tract 59.03, Sacramento County, California","Census Tract 59.03, Sacramento County, California",6,67,5903,2338,1506,80,336,739,190,66,11,84
6067005904,"Census Tract 59.04, Sacramento County, California","Census Tract 59.04, Sacramento County, California",6,67,5904,4674,3148,458,330,1196,705,360,34,65
6067006002,"Census Tract 60.02, Sacramento County, California","Census Tract 60.02, Sacramento County, California",6,67,6002,4372,3006,291,607,1454,313,235,68,38
6067006003,"Census Tract 60.03, Sacramento County, California","Census Tract 60.03, Sacramento County, California",6,67,6003,4781,3080,510,543,1393,449,117,68,0
6067006004,"Census Tract 60.04, Sacramento County, California","Census Tract 60.04, Sacramento County, California",6,67,6004,2335,1795,50,242,682,546,187,50,38
6067006101,"Census Tract 61.01, Sacramento County, California","Census Tract 61.01, Sacramento County, California",6,67,6101,4406,3165,653,777,1183,361,137,23,31
6067006102,"Census Tract 61.02, Sacramento County, California","Census Tract 61.02, Sacramento County, California",6,67,6102,3797,2727,417,882,840,389,149,50,0
6067006201,"Census Tract 62.01, Sacramento County, California","Census Tract 62.01, Sacramento County, California",6,67,6201,5223,3328,535,843,1423,352,137,9,29
6067006202,"Census Tract 62.02, Sacramento County, California","Census Tract 62.02, Sacramento County, California",6,67,6202,3520,2163,799,414,696,196,58,0,0
6067006300,"Census Tract 63, Sacramento County, California","Census Tract 63, Sacramento County, California",6,67,6300,5273,3348,1074,860,986,350,68,10,0
6067006400,"Census Tract 64, Sacramento County, California","Census Tract 64, Sacramento County, California",6,67,6400,5181,3005,765,1128,952,141,16,0,3
6067006500,"Census Tract 65, Sacramento County, California","Census Tract 65, Sacramento County, California",6,67,6500,6069,3416,958,950,1215,201,50,15,27
6067006600,"Census Tract 66, Sacramento County, California","Census Tract 66, Sacramento County, California",6,67,6600,6082,3704,1518,1075,926,174,11,0,0
6067006701,"Census Tract 67.01, Sacramento County, California","Census Tract 67.01, Sacramento County, California",6,67,6701,9089,4950,1542,1185,1475,571,156,17,4
6067006702,"Census Tract 67.02, Sacramento County, California","Census Tract 67.02, Sacramento County, California",6,67,6702,6692,3359,1222,871,1030,186,41,9,0
6067006800,"Census Tract 68, Sacramento County, California","Census Tract 68, Sacramento County, California",6,67,6800,7983,4138,1807,1285,815,196,35,0,0
6067006900,"Census Tract 69, Sacramento County, California","Census Tract 69, Sacramento County, California",6,67,6900,4431,3196,608,738,1108,478,145,103,16
6067007001,"Census Tract 70.01, Sacramento County, California","Census Tract 70.01, Sacramento County, California",6,67,7001,4752,2476,965,784,541,160,22,4,0
6067007004,"Census Tract 70.04, Sacramento County, California","Census Tract 70.04, Sacramento County, California",6,67,7004,6689,3818,540,1019,1477,542,194,46,0
6067007007,"Census Tract 70.07, Sacramento County, California","Census Tract 70.07, Sacramento County, California",6,67,7007,5292,3387,852,1082,1065,313,53,22,0
6067007010,"Census Tract 70.10, Sacramento County, California","Census Tract 70.10, Sacramento County, California",6,67,7010,3573,2483,111,263,1013,728,212,85,71
6067007011,"Census Tract 70.11, Sacramento County, California","Census Tract 70.11, Sacramento County, California",6,67,7011,6042,3229,466,679,1330,553,148,38,15
6067007012,"Census Tract 70.12, Sacramento County, California","Census Tract 70.12, Sacramento County, California",6,67,7012,3345,2234,276,461,839,414,195,11,38
6067007013,"Census Tract 70.13, Sacramento County, California","Census Tract 70.13, Sacramento County, California",6,67,7013,2562,1664,305,387,564,355,45,8,0
6067007014,"Census Tract 70.14, Sacramento County, California","Census Tract 70.14, Sacramento County, California",6,67,7014,7398,4674,852,1103,1713,598,255,52,101
6067007015,"Census Tract 70.15, Sacramento County, California","Census Tract 70.15, Sacramento County, California",6,67,7015,4471,3096,357,719,1118,591,193,103,15
6067007016,"Census Tract 70.16, Sacramento County, California","Census Tract 70.16, Sacramento County, California",6,67,7016,5620,3457,190,621,1160,908,421,114,43
6067007017,"Census Tract 70.17, Sacramento County, California","Census Tract 70.17, Sacramento County, California",6,67,7017,2606,1806,62,241,936,456,73,38,0
6067007018,"Census Tract 70.18, Sacramento County, California","Census Tract 70.18, Sacramento County, California",6,67,7018,4704,3397,272,388,1305,675,646,100,11
6067007019,"Census Tract 70.19, Sacramento County, California","Census Tract 70.19, Sacramento County, California",6,67,7019,894,530,67,207,176,68,0,6,6
6067007020,"Census Tract 70.20, Sacramento County, California","Census Tract 70.20, Sacramento County, California",6,67,7020,4517,3263,157,444,1013,1190,298,90,71
6067007101,"Census Tract 71.01, Sacramento County, California","Census Tract 71.01, Sacramento County, California",6,67,7101,149,120,0,0,40,77,0,3,0
6067007102,"Census Tract 71.02, Sacramento County, California","Census Tract 71.02, Sacramento County, California",6,67,7102,7589,5524,200,1227,1954,1391,517,135,100
6067007103,"Census Tract 71.03, Sacramento County, California","Census Tract 71.03, Sacramento County, California",6,67,7103,4484,2964,175,560,1054,986,124,57,8
6067007104,"Census Tract 71.04, Sacramento County, California","Census Tract 71.04, Sacramento County, California",6,67,7104,7723,4708,182,671,1466,1688,475,137,89
6067007105,"Census Tract 71.05, Sacramento County, California","Census Tract 71.05, Sacramento County, California",6,67,7105,7306,4507,600,734,1656,1059,398,44,16
6067007106,"Census Tract 71.06, Sacramento County, California","Census Tract 71.06, Sacramento County, California",6,67,7106,7948,4705,544,703,1591,1182,431,254,0
6067007107,"Census Tract 71.07, Sacramento County, California","Census Tract 71.07, Sacramento County, California",6,67,7107,3567,2484,106,343,568,934,171,108,254
6067007202,"Census Tract 72.02, Sacramento County, California","Census Tract 72.02, Sacramento County, California",6,67,7202,4315,2587,542,847,749,364,31,54,0
6067007204,"Census Tract 72.04, Sacramento County, California","Census Tract 72.04, Sacramento County, California",6,67,7204,4947,3069,622,1049,930,354,57,49,8
6067007206,"Census Tract 72.06, Sacramento County, California","Census Tract 72.06, Sacramento County, California",6,67,7206,4009,2565,322,941,959,281,55,7,0
6067007207,"Census Tract 72.07, Sacramento County, California","Census Tract 72.07, Sacramento County, California",6,67,7207,4128,2492,398,896,948,182,23,24,21
6067007208,"Census Tract 72.08, Sacramento County, California","Census Tract 72.08, Sacramento County, California",6,67,7208,4364,2858,554,886,1100,247,30,41,0
6067007209,"Census Tract 72.09, Sacramento County, California","Census Tract 72.09, Sacramento County, California",6,67,7209,3779,2569,603,763,949,200,43,11,0
6067007301,"Census Tract 73.01, Sacramento County, California","Census Tract 73.01, Sacramento County, California",6,67,7301,5568,3003,560,947,1205,224,45,5,17
6067007402,"Census Tract 74.02, Sacramento County, California","Census Tract 74.02, Sacramento County, California",6,67,7402,6411,4168,720,1089,1953,281,107,8,10
6067007403,"Census Tract 74.03, Sacramento County, California","Census Tract 74.03, Sacramento County, California",6,67,7403,4713,2904,386,949,1298,222,32,10,7
6067007406,"Census Tract 74.06, Sacramento County, California","Census Tract 74.06, Sacramento County, California",6,67,7406,8155,4888,954,1463,2010,365,51,33,12
6067007413,"Census Tract 74.13, Sacramento County, California","Census Tract 74.13, Sacramento County, California",6,67,7413,5860,3464,447,1344,1147,458,58,0,10
6067007414,"Census Tract 74.14, Sacramento County, California","Census Tract 74.14, Sacramento County, California",6,67,7414,4248,2461,439,665,1166,165,26,0,0
6067007415,"Census Tract 74.15, Sacramento County, California","Census Tract 74.15, Sacramento County, California",6,67,7415,3050,2070,181,650,893,180,141,25,0
6067007416,"Census Tract 74.16, Sacramento County, California","Census Tract 74.16, Sacramento County, California",6,67,7416,3909,2688,328,972,1021,311,56,0,0
6067007417,"Census Tract 74.17, Sacramento County, California","Census Tract 74.17, Sacramento County, California",6,67,7417,3253,1912,251,608,751,228,74,0,0
6067007421,"Census Tract 74.21, Sacramento County, California","Census Tract 74.21, Sacramento County, California",6,67,7421,8744,5290,277,1238,2115,1212,365,71,12
6067007422,"Census Tract 74.22, Sacramento County, California","Census Tract 74.22, Sacramento County, California",6,67,7422,2643,1561,220,386,740,206,9,0,0
6067007423,"Census Tract 74.23, Sacramento County, California","Census Tract 74.23, Sacramento County, California",6,67,7423,5200,2803,955,700,892,155,96,5,0
6067007424,"Census Tract 74.24, Sacramento County, California","Census Tract 74.24, Sacramento County, California",6,67,7424,3707,1952,309,561,722,308,43,9,0
6067007426,"Census Tract 74.26, Sacramento County, California","Census Tract 74.26, Sacramento County, California",6,67,7426,2229,1217,112,208,606,264,27,0,0
6067007427,"Census Tract 74.27, Sacramento County, California","Census Tract 74.27, Sacramento County, California",6,67,7427,7334,4360,1010,1116,1595,439,183,17,0
6067007428,"Census Tract 74.28, Sacramento County, California","Census Tract 74.28, Sacramento County, California",6,67,7428,3608,2406,160,625,1117,429,34,20,21
6067007429,"Census Tract 74.29, Sacramento County, California","Census Tract 74.29, Sacramento County, California",6,67,7429,5317,3329,575,768,1575,349,62,0,0
6067007430,"Census Tract 74.30, Sacramento County, California","Census Tract 74.30, Sacramento County, California",6,67,7430,7919,4724,346,1395,2164,602,198,19,0
6067007431,"Census Tract 74.31, Sacramento County, California","Census Tract 74.31, Sacramento County, California",6,67,7431,3465,2191,194,635,847,343,127,45,0
6067007432,"Census Tract 74.32, Sacramento County, California","Census Tract 74.32, Sacramento County, California",6,67,7432,5273,3037,168,1058,1219,494,57,16,25
6067007433,"Census Tract 74.33, Sacramento County, California","Census Tract 74.33, Sacramento County, California",6,67,7433,8451,4857,303,1597,1886,873,151,0,47
6067007501,"Census Tract 75.01, Sacramento County, California","Census Tract 75.01, Sacramento County, California",6,67,7501,5868,3519,767,843,1378,401,81,35,14
6067007503,"Census Tract 75.03, Sacramento County, California","Census Tract 75.03, Sacramento County, California",6,67,7503,5129,3108,483,721,1364,394,87,37,22
6067007504,"Census Tract 75.04, Sacramento County, California","Census Tract 75.04, Sacramento County, California",6,67,7504,1867,1340,176,297,541,248,41,33,4
6067007601,"Census Tract 76.01, Sacramento County, California","Census Tract 76.01, Sacramento County, California",6,67,7601,6119,4243,258,829,1800,861,370,55,70
6067007602,"Census Tract 76.02, Sacramento County, California","Census Tract 76.02, Sacramento County, California",6,67,7602,4689,3488,326,698,1426,593,355,75,15
6067007701,"Census Tract 77.01, Sacramento County, California","Census Tract 77.01, Sacramento County, California",6,67,7701,5914,4105,449,775,1636,890,263,92,0
6067007702,"Census Tract 77.02, Sacramento County, California","Census Tract 77.02, Sacramento County, California",6,67,7702,4102,3213,144,433,1047,854,334,327,74
6067007801,"Census Tract 78.01, Sacramento County, California","Census Tract 78.01, Sacramento County, California",6,67,7801,6305,4182,332,958,1526,794,387,154,31
6067007802,"Census Tract 78.02, Sacramento County, California","Census Tract 78.02, Sacramento County, California",6,67,7802,4915,3626,261,499,1538,596,450,219,63
6067007903,"Census Tract 79.03, Sacramento County, California","Census Tract 79.03, Sacramento County, California",6,67,7903,4687,3241,317,565,1312,738,245,64,0
6067007904,"Census Tract 79.04, Sacramento County, California","Census Tract 79.04, Sacramento County, California",6,67,7904,5042,3331,180,729,1387,725,233,58,19
6067007905,"Census Tract 79.05, Sacramento County, California","Census Tract 79.05, Sacramento County, California",6,67,7905,4123,2909,192,535,1083,566,398,43,92
6067007906,"Census Tract 79.06, Sacramento County, California","Census Tract 79.06, Sacramento County, California",6,67,7906,3450,2634,100,596,1032,565,278,37,26
6067008005,"Census Tract 80.05, Sacramento County, California","Census Tract 80.05, Sacramento County, California",6,67,8005,4642,3416,115,468,1020,1129,535,137,12
6067008006,"Census Tract 80.06, Sacramento County, California","Census Tract 80.06, Sacramento County, California",6,67,8006,5936,4209,138,697,1732,1046,409,144,43
6067008007,"Census Tract 80.07, Sacramento County, California","Census Tract 80.07, Sacramento County, California",6,67,8007,3135,2155,318,453,708,412,182,74,8
6067008008,"Census Tract 80.08, Sacramento County, California","Census Tract 80.08, Sacramento County, California",6,67,8008,4706,3518,269,741,1209,720,379,119,81
6067008009,"Census Tract 80.09, Sacramento County, California","Census Tract 80.09, Sacramento County, California",6,67,8009,4413,3311,171,579,1079,936,309,155,82
6067008010,"Census Tract 80.10, Sacramento County, California","Census Tract 80.10, Sacramento County, California",6,67,8010,4974,3671,249,578,1179,1143,291,170,61
6067008111,"Census Tract 81.11, Sacramento County, California","Census Tract 81.11, Sacramento County, California",6,67,8111,6352,4455,662,1281,1984,406,101,21,0
6067008113,"Census Tract 81.13, Sacramento County, California","Census Tract 81.13, Sacramento County, California",6,67,8113,3802,2472,372,845,1043,158,41,13,0
6067008117,"Census Tract 81.17, Sacramento County, California","Census Tract 81.17, Sacramento County, California",6,67,8117,2332,1838,176,676,640,258,64,24,0
6067008119,"Census Tract 81.19, Sacramento County, California","Census Tract 81.19, Sacramento County, California",6,67,8119,5367,3754,312,1016,1690,491,215,13,17
6067008120,"Census Tract 81.20, Sacramento County, California","Census Tract 81.20, Sacramento County, California",6,67,8120,4551,3180,141,740,1694,515,58,8,24
6067008122,"Census Tract 81.22, Sacramento County, California","Census Tract 81.22, Sacramento County, California",6,67,8122,3669,2553,142,583,980,492,182,123,51
6067008124,"Census Tract 81.24, Sacramento County, California","Census Tract 81.24, Sacramento County, California",6,67,8124,4129,3056,255,597,1309,621,234,23,17
